sample	GCA_010279815.1_ASM1027981v1_genomic	rotifer_0.001_1	rotifer_0.001_2	rotifer_0.001_4	rotifer_0.001_8	rotifer_0.003_1	rotifer_0.003_2	rotifer_0.003_4	rotifer_0.003_8	rotifer_0.005_1	rotifer_0.005_2	rotifer_0.005_4	rotifer_0.005_8	rotifer_0.007_1	rotifer_0.007_2	rotifer_0.007_4	rotifer_0.007_8	rotifer_0.01_1	rotifer_0.01_2	rotifer_0.01_4	rotifer_0.01_8	rotifer_0.1_1	rotifer_0.1_2	rotifer_0.1_4	rotifer_0.1_8	rotifer_0.2_1	rotifer_0.2_2	rotifer_0.2_4	rotifer_0.2_8	rotifer_genome_1	rotifer_genome_2	rotifer_genome_4	rotifer_genome_8
rotifer_0.007_8	0.006762788180830366	0.007931355829363596	0.007642185897432915	0.007730431896975343	0.007489868932714473	0.009654208734287479	0.009779982902942583	0.00971263388177184	0.009465184501831994	0.012125197905417206	0.011579959522891148	0.011576180012677809	0.011371136802591848	0.0	0.0	0.0	0.0	0.016741351051640402	0.016352237692031986	0.016337785837269855	0.016236283973128294	0.10772865843492724	0.10452823166960691	0.1043231439694761	0.10364307026988342	0.2012071357603094	0.20035246090651943	0.1994252331594209	0.19698233806533358	0.00710839742035212	0.006758426626108666	0.006636072202742257	0.006467792407876029
rotifer_0.01_1	0.010578331874358332	0.011079770949234237	0.011080284957558268	0.011199062782805615	0.010960907040775859	0.012712010940549013	0.01285242410855152	0.012948170139964585	0.012699912165783762	0.014891436589653721	0.014926929241501716	0.015014093579575992	0.014816202285906051	0.01691087437214374	0.016685024415705133	0.016930606711485028	0.016883727695785458	0.0	0.0	0.0	0.0	0.10549018453390245	0.10519450954833483	0.10404145705555334	0.10388044282250251	0.20160205231436695	0.20259410076342385	0.19618942393225328	0.19745557897680321	0.010123315437047791	0.010099971295083512	0.010069812846563846	0.009869485034317152
rotifer_0.01_2	0.010142796976766412	0.010689928563737827	0.010734558518098902	0.010714151512824482	0.010510874570758019	0.01255970337553954	0.012503079328932746	0.012520879913378651	0.012349392838376093	0.015137809738908383	0.014675462213459065	0.014725640808121604	0.014592341879867134	0.01667679797597779	0.01614102636159955	0.0165085948329459	0.016268321162461727	0.0	0.0	0.0	0.0	0.10636537556703009	0.10580788375097708	0.10530448740793454	0.10514243215074909	0.19941966188003768	0.20126803419837244	0.19688648462986524	0.19790285630421017	0.009865442515397574	0.009686800803253482	0.009711753877792386	0.009403012988688985
rotifer_0.01_4	0.009889941823271573	0.010736903865836197	0.01056963969950414	0.01054500139937168	0.010371370223901347	0.012674356320322247	0.012427935348522717	0.012453732869647181	0.012326063520689101	0.014897991364749452	0.01455630003568404	0.014586674655299257	0.014471053881037007	0.01671409193038533	0.016214762619155765	0.016378059056646698	0.01620274257832341	0.0	0.0	0.0	0.0	0.10748914392134336	0.10591439447654716	0.10521349103700273	0.1052009759666699	0.20308759857032443	0.20355927164280674	0.20287260341198937	0.2044169093008437	0.009822819936406645	0.009564661923380702	0.009549462478603386	0.009277571067583656
rotifer_0.01_8	0.009710890664051957	0.01080082422739416	0.010519720322297756	0.010655609359329571	0.010417561393725454	0.012755836605975127	0.012416296482614395	0.012505004238987164	0.012400417639759912	0.015078485089883324	0.014665591508412554	0.014579638232378221	0.014435076385446626	0.016834359442789784	0.01630341092416227	0.01650056036380871	0.016232583921449908	0.0	0.0	0.0	0.0	0.10871069895436475	0.10669482139516233	0.10625347843034598	0.10535780725066832	0.20872064291581685	0.20930785219520925	0.205415747801781	0.20398862355079342	0.00996465532270712	0.00966128422746421	0.009569071848196227	0.00934962640416503
rotifer_0.1_1	0.10179173415898174	0.10016382260668244	0.10119199247440162	0.10278473850614064	0.10259180198225636	0.10072380531031432	0.10339943910802339	0.10355248400308756	0.10335210227760301	0.10333637384551234	0.10458297981177633	0.10516464154854939	0.10460065489659225	0.10404765963225286	0.10518269233574513	0.10720418681149997	0.10679456654348989	0.10543612264847699	0.10704549129200927	0.10798025209364438	0.1077853556436422	0.0	0.0	0.0	0.0	0.23395081284750618	0.22999518350467857	0.22655289873267725	0.2251812275101661	0.09970355532613043	0.09926003782658832	0.10153037512909535	0.10068035144916578
rotifer_0.1_2	0.10009910736669017	0.09903531399634943	0.09954812467890192	0.1001983423741796	0.09959574933098497	0.0998241465883701	0.10087862589569405	0.10129944836443425	0.1009722106975747	0.1011685894313514	0.10247265112383447	0.10287654430285753	0.10246728054587205	0.10349141584156117	0.10275749019626747	0.10434966716063647	0.10329956633807078	0.10440243620737119	0.10575305624707637	0.10578818526893852	0.1054527172331818	0.0	0.0	0.0	0.0	0.24720952384149011	0.24159568276242885	0.23486676566954873	0.24303449705024116	0.09809100372021361	0.09887121551776512	0.09937573173885794	0.09879476120653323
rotifer_0.1_4	0.09921967920747571	0.09895266560251736	0.09942621409975798	0.09956309549463906	0.09925538691244441	0.0992541517311915	0.10072185551612277	0.10083878288592131	0.10025687023682797	0.10074382239108172	0.10164268210244477	0.10237750644057103	0.10169146878804165	0.10310094885733102	0.10275031748342432	0.10419010135898042	0.1032986175532255	0.10333609237007937	0.10527017233478914	0.10512214986274945	0.10523062412390047	0.0	0.0	0.0	0.0	0.23776911008962165	0.23914066991266134	0.24018621283975736	0.23734498584860889	0.0979770919384076	0.09842656745532558	0.09852410220259707	0.09839421401497604
rotifer_0.1_8	0.09893028872648757	0.10024293212032367	0.09990563950736	0.10049387076425526	0.09910331215889262	0.10048628273827867	0.10165560517254899	0.1018833972961719	0.1004086154468959	0.10216164538933556	0.10254298458640132	0.10290033254469111	0.10190965997544399	0.1041898788245169	0.10391384982806127	0.10471648064623632	0.10347086122318835	0.1043817880125932	0.10612046091969801	0.105969771632383	0.10520438682891077	0.0	0.0	0.0	0.0	0.2408591255064286	0.25201831385386453	0.2432903434262802	0.24102085288028388	0.09946457425397279	0.09936778706967297	0.0992749330432603	0.09846797222124254
rotifer_0.2_1	0.19810328308771347	0.19821790797733954	0.1978788557927832	0.19580267174276103	0.19794781638329104	0.20667996810677386	0.2049768206378711	0.19412153564176374	0.1947896745925717	0.2014275583109999	0.20158547584335598	0.19927593092410556	0.19673004248432818	0.19416025320666885	0.19858513733684355	0.19735036918831178	0.197732706500846	0.20128022520439548	0.19945711947238054	0.20217931780479284	0.20511364786969427	0.2338587226835745	0.2471369266731776	0.23664605037854644	0.23693243924146085	0.0	0.0	0.0	0.0	0.19725873113880035	0.19616573921705646	0.19503653972256876	0.1939339293376582
rotifer_0.2_2	0.19622067463865592	0.19922879512210212	0.19513586695465185	0.19722397809882747	0.199222335906627	0.19916741124149948	0.2039993927137255	0.1964766762143182	0.2010123627617756	0.2011481438146483	0.20034443055890627	0.19861706705988966	0.19820706023718393	0.19547980867199308	0.19713378926186587	0.1956586547333623	0.1972986798351144	0.20210686932645555	0.20110901456896801	0.20263613944973816	0.20614363173809297	0.22986539458682803	0.24157478449259534	0.23817069426166004	0.24853957385041325	0.0	0.0	0.0	0.0	0.19740961850301894	0.1973137644425581	0.1958626847899576	0.19748895210223305
rotifer_0.2_4	0.1944985491698956	0.19576702154652134	0.1922695911714899	0.19969354625505786	0.1991301027734757	0.19840869895846155	0.19826474803999675	0.19683410033162174	0.19671580978436007	0.1940403299396158	0.19898484059550064	0.20115736194373107	0.19742688339637707	0.1917128941716475	0.1933813556590047	0.19812130704073344	0.19738341332568432	0.19649194820731644	0.19741655457265597	0.20269423564220646	0.20335600284152153	0.2274536618311412	0.23578543113790812	0.24017703372218205	0.24121631028584636	0.0	0.0	0.0	0.0	0.19336261902704446	0.19616140694813192	0.1949471303222597	0.197543014133333
rotifer_0.2_8	0.19579823252031778	0.20129568468674552	0.1956683323442015	0.1998636747204199	0.19760346598848574	0.20012511465557492	0.2032755022928897	0.1990662698614693	0.19754836215879892	0.20125603401521439	0.20135536668747647	0.20232523275654699	0.19519580952124274	0.19326775540188712	0.19633493445042352	0.1989894952851236	0.1966772016022863	0.20008989241821465	0.20041732138191812	0.20601766708788496	0.20371315844503585	0.22874701422980284	0.24641241778311662	0.23938193694487953	0.2410237272598126	0.0	0.0	0.0	0.0	0.20019693097275404	0.19799535525081463	0.19834495899447777	0.19456549115801564
rotifer_genome_1	0.0	0.0009420613078139492	0.0009612715067456565	0.0011015486024309002	0.001071011314591257	0.0027728732455241834	0.002969770429812186	0.003067879911995382	0.0031233983124258845	0.004810127994238437	0.004912435175422054	0.005094651314643103	0.005115524713719926	0.00691634801546363	0.006723748715140482	0.00706091011992329	0.007168082104908294	0.010117671385325325	0.010042431623426542	0.010036327885169505	0.010052213719417408	0.09977482643224218	0.09890891424499042	0.09874312280817803	0.0991033533995835	0.19770873337492129	0.19802920736475846	0.19320522899958137	0.19771174501162725	0.0	0.0	0.0	0.0
rotifer_genome_2	0.0	0.0009458238714372618	0.0006434782496699689	0.0006143874372991736	0.0005623426750815807	0.002871433767258443	0.00257495953555897	0.002582121145255702	0.0025363750986754576	0.004985625370227877	0.004705269551859387	0.004566039232062356	0.004599754746274704	0.006856195996846772	0.006585887283871763	0.006656626253790442	0.006724389847282608	0.009918479408228466	0.009688569168579329	0.009616523874167015	0.00961606666376035	0.09858292745410253	0.09894985966528415	0.09852338996515604	0.09852754765213736	0.1961975120401506	0.1975457882043865	0.1957072997893198	0.19559347544426878	0.0	0.0	0.0	0.0
rotifer_genome_4	0.0	0.0009191155318477817	0.000583656449327729	0.0006561372030380355	0.0005594894506577544	0.0028783207308297172	0.002618723657294077	0.002583707325061724	0.0024700251420208667	0.0050873685349920724	0.004687111606046066	0.00464842521009177	0.00454357995014513	0.006930490759581321	0.006431293378569117	0.006608718430723145	0.0065834435338046155	0.009858128424340161	0.009667125249047892	0.00955469606110152	0.009496175529797996	0.10103689882812059	0.09951494679659727	0.09865942412553833	0.09861128389784801	0.19597853838227702	0.19684567864008506	0.19521577585794264	0.19689733089897837	0.0	0.0	0.0	0.0
rotifer_genome_8	0.0	0.0007827199452709662	0.0004258319082786882	0.0005775415841161389	0.0004973790603820969	0.0028427069488507636	0.0025555527481917546	0.0025505994063299243	0.002518617281953941	0.005160343559761851	0.004656150902440073	0.0045742596184292095	0.004514958413927796	0.007018970565247096	0.006446848209477101	0.0065975236208691695	0.006472397934499661	0.009796044098796369	0.0094608834402778	0.009363314044547892	0.009358396864034902	0.10155554057221745	0.10001760611515262	0.09943036756315521	0.09869363931379503	0.19748086182565233	0.20069137007497692	0.19970921965759147	0.19498106720566177	0.0	0.0	0.0	0.0
